arm,t_s,device,client_ip,client_role,node,blamed_on,server_role,status,latency_ms,resteered_from,exact
zero_trust,23.841,iot37,10.0.0.37,flood,srv6,srv6,drop,success,114.96,,True
zero_trust,23.847,iot32,10.0.0.32,none,srv4,srv4,none,success,122.17,,True
zero_trust,23.852,iot25,10.0.0.25,none,srv4,srv4,none,success,135.62,,True
zero_trust,23.873,iot13,10.0.0.13,none,srv6,srv6,drop,success,161.05,,True
zero_trust,23.877,iot26,10.0.0.26,none,srv7,srv7,none,success,108.33,,True
zero_trust,23.878,iot20,10.0.0.20,none,srv4,srv4,none,success,72.56,,True
zero_trust,23.903,iot34,10.0.0.34,none,srv5,srv5,none,success,174.3,,True
zero_trust,24.97,iot11,10.0.0.11,none,srv2,srv2,none,success,70.46,,True
zero_trust,25.098,iot4,10.0.0.4,none,srv5,srv5,none,success,149.87,,True
zero_trust,25.112,iot1,10.0.0.1,none,srv7,srv7,none,success,90.97,,True
zero_trust,25.113,iot21,10.0.0.21,none,srv2,srv2,none,success,78.15,,True
zero_trust,25.197,iot19,10.0.0.19,none,srv7,srv7,none,success,70.42,,True
zero_trust,25.198,iot36,10.0.0.36,none,srv2,srv2,none,success,70.75,,True
zero_trust,25.256,iot7,10.0.0.7,none,srv2,srv2,none,success,78.19,,True
zero_trust,25.308,iot29,10.0.0.29,none,srv7,srv7,none,success,78.52,,True
zero_trust,25.32,iot6,10.0.0.6,none,srv8,srv8,onoff,success,77.56,,True
zero_trust,25.353,iot35,10.0.0.35,none,srv7,srv7,none,success,128.03,,True
zero_trust,25.362,iot16,10.0.0.16,none,srv8,srv8,onoff,success,44.17,,True
zero_trust,25.4,iot14,10.0.0.14,none,srv2,srv2,none,success,100.28,,True
zero_trust,25.4,iot9,10.0.0.9,none,srv2,srv2,none,success,86.95,,True
zero_trust,25.427,iot33,10.0.0.33,none,srv8,srv8,onoff,success,135.87,,True
zero_trust,25.462,iot2,10.0.0.2,none,srv8,srv8,onoff,success,86.07,,True
zero_trust,25.471,iot30,10.0.0.30,none,srv2,srv2,none,success,122.9,,True
zero_trust,25.516,iot15,10.0.0.15,none,srv1,srv1,grayhole,success,82.08,,True
zero_trust,25.57,iot3,10.0.0.3,none,srv6,srv6,drop,success,94.61,,True
zero_trust,25.684,iot28,10.0.0.28,none,srv7,srv7,none,success,95.42,,True
zero_trust,25.714,iot24,10.0.0.24,none,srv7,srv7,none,success,139.34,,True
zero_trust,25.741,iot8,10.0.0.8,none,srv7,srv7,none,success,94.41,,True
zero_trust,25.756,iot5,10.0.0.5,none,srv1,srv1,grayhole,success,140.19,,True
zero_trust,25.782,iot18,10.0.0.18,none,srv5,srv5,none,success,148.75,,True
zero_trust,25.788,iot12,10.0.0.12,none,srv7,srv7,none,success,100.54,,True
zero_trust,25.853,iot31,10.0.0.31,none,srv8,srv8,onoff,success,98.15,,True
zero_trust,25.869,iot10,10.0.0.10,none,srv1,srv1,grayhole,success,144.49,,True
zero_trust,25.926,iot27,10.0.0.27,none,srv8,srv8,onoff,success,106.07,,True
zero_trust,25.931,iot17,10.0.0.17,none,srv7,srv7,none,success,97.49,,True
zero_trust,25.996,iot22,10.0.0.22,none,srv2,srv2,none,success,106.67,,True
zero_trust,26.009,iot20,10.0.0.20,none,srv8,srv8,onoff,success,102.47,,True
zero_trust,26.017,iot37,10.0.0.37,flood,srv7,srv7,none,success,112.11,,True
zero_trust,26.083,iot32,10.0.0.32,none,srv1,srv1,grayhole,success,224.94,,True
zero_trust,26.093,iot23,10.0.0.23,none,srv7,srv7,none,success,111.59,,True
zero_trust,26.094,iot25,10.0.0.25,none,srv1,srv1,grayhole,success,112.41,,True
zero_trust,26.094,iot26,10.0.0.26,none,srv8,srv8,onoff,success,155.08,,True
zero_trust,26.109,iot13,10.0.0.13,none,srv6,srv6,drop,success,102.47,,True
zero_trust,26.139,iot34,10.0.0.34,none,srv6,srv6,drop,success,168.21,,True
zero_trust,27.121,iot11,10.0.0.11,none,srv5,srv5,none,success,70.94,,True
zero_trust,27.21,iot1,10.0.0.1,none,srv4,srv4,none,success,72.74,,True
zero_trust,27.215,iot4,10.0.0.4,none,srv8,srv8,onoff,success,110.63,,True
zero_trust,27.216,iot21,10.0.0.21,none,srv8,srv8,onoff,success,74.88,,True
zero_trust,27.293,iot19,10.0.0.19,none,srv7,srv7,none,success,80.57,,True
zero_trust,27.294,iot36,10.0.0.36,none,srv7,srv7,none,success,80.13,,True
zero_trust,27.368,iot7,10.0.0.7,none,srv4,srv4,none,success,78.58,,True
zero_trust,27.42,iot29,10.0.0.29,none,srv5,srv5,none,success,38.22,,True
zero_trust,27.426,iot6,10.0.0.6,none,srv5,srv5,none,success,74.33,,True
zero_trust,27.444,iot16,10.0.0.16,none,srv7,srv7,none,success,82.13,,True
zero_trust,27.522,iot35,10.0.0.35,none,srv2,srv2,none,success,127.42,,True
zero_trust,27.525,iot9,10.0.0.9,none,srv4,srv4,none,success,82.08,,True
zero_trust,27.541,iot14,10.0.0.14,none,srv6,srv6,drop,success,45.37,,True
zero_trust,27.591,iot2,10.0.0.2,none,srv5,srv5,none,success,128.09,,True
zero_trust,27.605,iot33,10.0.0.33,none,srv4,srv4,none,success,85.89,,True
zero_trust,27.631,iot30,10.0.0.30,none,srv6,srv6,drop,success,41.01,,True
zero_trust,27.637,iot15,10.0.0.15,none,srv6,srv6,drop,success,126.24,,True
zero_trust,27.714,iot3,10.0.0.3,none,srv4,srv4,none,success,94.27,,True
zero_trust,27.829,iot28,10.0.0.28,none,srv3,srv3,sybil,success,192.24,,True
zero_trust,27.886,iot8,10.0.0.8,none,srv7,srv7,none,success,94.61,,True
zero_trust,27.898,iot24,10.0.0.24,none,srv8,srv8,onoff,success,50.29,,True
zero_trust,27.94,iot12,10.0.0.12,none,srv4,srv4,none,success,58.59,,True
zero_trust,27.946,iot5,10.0.0.5,none,srv6,srv6,drop,success,95.01,,True
zero_trust,27.984,iot18,10.0.0.18,none,srv2,srv2,none,success,57.72,,True
zero_trust,28.0,iot31,10.0.0.31,none,srv8,srv8,onoff,success,94.32,,True
zero_trust,28.138,iot27,10.0.0.27,none,srv1,srv1,grayhole,success,127.58,,True
zero_trust,28.139,iot10,10.0.0.10,none,srv8,srv8,onoff,success,122.53,,True
zero_trust,28.139,iot17,10.0.0.17,none,srv4,srv4,none,success,121.64,,True
zero_trust,28.164,iot22,10.0.0.22,none,srv5,srv5,none,success,120.67,,True
zero_trust,28.169,iot20,10.0.0.20,none,srv1,srv1,grayhole,success,104.25,,True
zero_trust,28.191,iot37,10.0.0.37,flood,srv5,srv5,none,success,68.21,,True
zero_trust,28.218,iot25,10.0.0.25,none,srv6,srv6,drop,success,105.42,,True
zero_trust,28.226,iot23,10.0.0.23,none,srv4,srv4,none,success,111.66,,True
zero_trust,28.264,iot26,10.0.0.26,none,srv8,srv8,onoff,success,116.5,,True
zero_trust,28.268,iot13,10.0.0.13,none,srv8,srv8,onoff,success,114.69,,True
zero_trust,30.523,iot32,10.0.0.32,none,srv1,srv1,grayhole,success,106.51,,True
zero_trust,30.576,iot34,10.0.0.34,none,srv1,srv1,grayhole,success,106.6,,True
zero_trust,31.423,iot11,10.0.0.11,none,srv7,srv7,none,success,70.51,,True
zero_trust,31.516,iot1,10.0.0.1,none,srv6,srv6,drop,success,70.41,,True
zero_trust,31.527,iot21,10.0.0.21,none,srv2,srv2,none,success,74.4,,True
zero_trust,31.561,iot4,10.0.0.4,none,srv1,srv1,grayhole,success,75.11,,True
zero_trust,31.611,iot19,10.0.0.19,none,srv1,srv1,grayhole,success,76.28,,True
zero_trust,31.612,iot36,10.0.0.36,none,srv2,srv2,none,success,75.03,,True
zero_trust,31.686,iot7,10.0.0.7,none,srv4,srv4,none,success,78.81,,True
zero_trust,31.697,iot29,10.0.0.29,none,srv1,srv1,grayhole,success,117.83,,True
zero_trust,31.736,iot6,10.0.0.6,none,srv7,srv7,none,success,74.59,,True
zero_trust,31.769,iot16,10.0.0.16,none,srv4,srv4,none,success,125.78,,True
zero_trust,31.834,iot14,10.0.0.14,none,srv6,srv6,drop,success,45.28,,True
zero_trust,31.85,iot9,10.0.0.9,none,srv4,srv4,none,success,82.02,,True
zero_trust,31.901,iot35,10.0.0.35,none,srv2,srv2,none,success,90.65,,True
zero_trust,31.916,iot30,10.0.0.30,none,srv8,srv8,onoff,success,81.81,,True
zero_trust,31.938,iot33,10.0.0.33,none,srv6,srv6,drop,success,133.25,,True
zero_trust,31.968,iot2,10.0.0.2,none,srv6,srv6,drop,success,103.45,,True
zero_trust,32.005,iot15,10.0.0.15,none,srv6,srv6,drop,success,82.95,,True
zero_trust,32.064,iot3,10.0.0.3,none,srv2,srv2,none,success,95.21,,True
zero_trust,32.201,iot24,10.0.0.24,none,srv5,srv5,none,success,92.11,,True
zero_trust,32.236,iot8,10.0.0.8,none,srv1,srv1,grayhole,success,115.99,,True
zero_trust,32.362,iot12,10.0.0.12,none,srv4,srv4,none,success,58.59,,True
zero_trust,32.367,iot28,10.0.0.28,none,srv5,srv5,none,success,145.22,,True
zero_trust,32.369,iot5,10.0.0.5,none,srv5,srv5,none,success,55.96,,True
zero_trust,32.37,iot31,10.0.0.31,none,srv5,srv5,none,success,96.58,,True
zero_trust,32.371,iot18,10.0.0.18,none,srv4,srv4,none,success,100.46,,True
zero_trust,32.499,iot10,10.0.0.10,none,srv7,srv7,none,success,109.69,,True
zero_trust,32.5,iot17,10.0.0.17,none,srv7,srv7,none,success,113.59,,True
zero_trust,32.518,iot27,10.0.0.27,none,srv4,srv4,none,success,161.43,,True
zero_trust,32.526,iot37,10.0.0.37,flood,srv2,srv2,none,success,107.15,,True
zero_trust,32.536,iot20,10.0.0.20,none,srv5,srv5,none,success,101.93,,True
zero_trust,32.551,iot22,10.0.0.22,none,srv7,srv7,none,success,106.54,,True
zero_trust,32.587,iot25,10.0.0.25,none,srv7,srv7,none,success,102.33,,True
zero_trust,32.605,iot23,10.0.0.23,none,srv2,srv2,none,success,107.97,,True
zero_trust,32.648,iot26,10.0.0.26,none,srv4,srv4,none,success,106.64,,True
zero_trust,32.649,iot13,10.0.0.13,none,srv5,srv5,none,success,68.16,,True
zero_trust,32.691,iot32,10.0.0.32,none,srv5,srv5,none,success,106.69,,True
zero_trust,32.744,iot34,10.0.0.34,none,srv2,srv2,none,success,66.59,,True
zero_trust,33.52,iot11,10.0.0.11,none,srv7,srv7,none,success,71.28,,True
zero_trust,33.612,iot1,10.0.0.1,none,srv4,srv4,none,success,70.73,,True
zero_trust,33.636,iot21,10.0.0.21,none,srv4,srv4,none,success,115.36,,True
zero_trust,33.666,iot4,10.0.0.4,none,srv1,srv1,grayhole,success,74.62,,True
zero_trust,33.714,iot19,10.0.0.19,none,srv2,srv2,none,success,76.96,,True
zero_trust,33.715,iot36,10.0.0.36,none,srv1,srv1,grayhole,success,78.16,,True
zero_trust,33.798,iot7,10.0.0.7,none,srv2,srv2,none,success,79.25,,True
zero_trust,33.84,iot6,10.0.0.6,none,srv5,srv5,none,success,74.74,,True
zero_trust,33.85,iot29,10.0.0.29,none,srv2,srv2,none,success,80.68,,True
zero_trust,33.921,iot14,10.0.0.14,none,srv1,srv1,grayhole,success,87.99,,True
zero_trust,33.933,iot16,10.0.0.16,none,srv1,srv1,grayhole,success,124.69,,True
zero_trust,33.97,iot9,10.0.0.9,none,srv1,srv1,grayhole,success,42.88,,True
zero_trust,34.03,iot35,10.0.0.35,none,srv2,srv2,none,success,86.56,,True
zero_trust,34.036,iot30,10.0.0.30,none,srv4,srv4,none,success,82.92,,True
zero_trust,34.113,iot2,10.0.0.2,none,srv4,srv4,none,success,88.28,,True
zero_trust,34.114,iot33,10.0.0.33,none,srv8,srv8,onoff,success,89.21,,True
zero_trust,34.127,iot15,10.0.0.15,none,srv5,srv5,none,success,84.02,,True
zero_trust,34.21,iot3,10.0.0.3,none,srv5,srv5,none,success,96.5,,True
zero_trust,34.348,iot24,10.0.0.24,none,srv8,srv8,onoff,success,60.33,,True
zero_trust,34.406,iot8,10.0.0.8,none,srv8,srv8,onoff,success,56.8,,True
zero_trust,34.474,iot5,10.0.0.5,none,srv8,srv8,onoff,success,95.98,,True
zero_trust,34.475,iot12,10.0.0.12,none,srv1,srv1,grayhole,success,99.58,,True
zero_trust,34.516,iot31,10.0.0.31,none,srv2,srv2,none,success,97.2,,True
zero_trust,34.525,iot18,10.0.0.18,none,srv8,srv8,onoff,success,152.31,,True
zero_trust,34.562,iot28,10.0.0.28,none,srv4,srv4,none,success,55.16,,True
zero_trust,34.663,iot10,10.0.0.10,none,srv8,srv8,onoff,success,99.38,,True
zero_trust,34.667,iot17,10.0.0.17,none,srv2,srv2,none,success,98.8,,True
zero_trust,34.695,iot37,10.0.0.37,flood,srv4,srv4,none,success,107.07,,True
zero_trust,34.696,iot20,10.0.0.20,none,srv1,srv1,grayhole,success,104.1,,True
zero_trust,34.72,iot22,10.0.0.22,none,srv7,srv7,none,success,106.19,,True
zero_trust,34.742,iot27,10.0.0.27,none,srv8,srv8,onoff,success,111.21,,True
zero_trust,34.747,iot25,10.0.0.25,none,srv4,srv4,none,success,102.02,,True
zero_trust,34.774,iot13,10.0.0.13,none,srv7,srv7,none,success,103.07,,True
zero_trust,34.775,iot23,10.0.0.23,none,srv1,srv1,grayhole,success,106.86,,True
zero_trust,34.817,iot26,10.0.0.26,none,srv8,srv8,onoff,success,117.13,,True
zero_trust,34.86,iot32,10.0.0.32,none,srv8,srv8,onoff,success,69.55,,True
zero_trust,34.873,iot34,10.0.0.34,none,srv8,srv8,onoff,success,107.28,,True
zero_trust,35.618,iot11,10.0.0.11,none,srv8,srv8,onoff,success,106.11,,True
zero_trust,35.709,iot1,10.0.0.1,none,srv2,srv2,none,success,71.81,,True
zero_trust,35.771,iot4,10.0.0.4,none,srv4,srv4,none,success,34.76,,True
zero_trust,35.782,iot21,10.0.0.21,none,srv5,srv5,none,success,34.53,,True
zero_trust,35.813,iot19,10.0.0.19,none,srv2,srv2,none,success,75.99,,True
zero_trust,35.814,iot36,10.0.0.36,none,srv2,srv2,none,success,84.94,,True
zero_trust,35.911,iot7,10.0.0.7,none,srv4,srv4,none,success,79.06,,True
zero_trust,35.945,iot6,10.0.0.6,none,srv5,srv5,none,success,74.67,,True
zero_trust,35.963,iot29,10.0.0.29,none,srv4,srv4,none,success,78.66,,True
zero_trust,36.05,iot9,10.0.0.9,none,srv7,srv7,none,success,83.11,,True
zero_trust,36.051,iot14,10.0.0.14,none,srv5,srv5,none,success,128.93,,True
zero_trust,36.096,iot16,10.0.0.16,none,srv4,srv4,none,success,82.72,,True
zero_trust,36.158,iot30,10.0.0.30,none,srv4,srv4,none,success,82.97,,True
zero_trust,36.159,iot35,10.0.0.35,none,srv4,srv4,none,success,132.12,,True
zero_trust,36.249,iot33,10.0.0.33,none,srv4,srv4,none,success,140.46,,True
zero_trust,36.302,iot15,10.0.0.15,none,srv2,srv2,none,success,151.47,,True
zero_trust,36.306,iot2,10.0.0.2,none,srv7,srv7,none,success,161.58,,True
zero_trust,36.37,iot3,10.0.0.3,none,srv6,srv6,drop,timeout,4042.65,,True
zero_trust,36.446,iot24,10.0.0.24,none,srv1,srv1,grayhole,success,90.87,,True
zero_trust,36.518,iot8,10.0.0.8,none,srv4,srv4,none,success,147.37,,True
zero_trust,36.62,iot5,10.0.0.5,none,srv1,srv1,grayhole,success,96.93,,True
zero_trust,36.629,iot12,10.0.0.12,none,srv1,srv1,grayhole,success,105.72,,True
zero_trust,36.663,iot31,10.0.0.31,none,srv5,srv5,none,success,95.82,,True
zero_trust,36.667,iot28,10.0.0.28,none,srv4,srv4,none,success,53.89,,True
zero_trust,36.731,iot18,10.0.0.18,none,srv2,srv2,none,success,58.98,,True
zero_trust,36.816,iot10,10.0.0.10,none,srv2,srv6,drop,timeout,4046.43,srv6,False
zero_trust,36.818,iot17,10.0.0.17,none,srv8,srv8,onoff,success,98.02,,True
zero_trust,36.858,iot20,10.0.0.20,none,srv5,srv5,none,success,102.67,,True
zero_trust,36.864,iot37,10.0.0.37,flood,srv2,srv6,drop,timeout,4049.63,srv6,False
zero_trust,36.888,iot22,10.0.0.22,none,srv7,srv7,none,success,106.19,,True
zero_trust,36.907,iot25,10.0.0.25,none,srv2,srv2,none,success,102.81,,True
zero_trust,36.915,iot27,10.0.0.27,none,srv4,srv4,none,success,106.33,,True
zero_trust,36.935,iot13,10.0.0.13,none,srv5,srv5,none,success,62.23,,True
zero_trust,36.943,iot23,10.0.0.23,none,srv2,srv6,drop,timeout,4097.7,srv6,False
zero_trust,36.992,iot32,10.0.0.32,none,srv7,srv7,none,success,106.77,,True
zero_trust,36.998,iot26,10.0.0.26,none,srv8,srv8,onoff,success,105.92,,True
zero_trust,37.042,iot34,10.0.0.34,none,srv5,srv5,none,success,107.06,,True
zero_trust,37.75,iot11,10.0.0.11,none,srv8,srv8,onoff,success,70.77,,True
zero_trust,37.807,iot1,10.0.0.1,none,srv2,srv2,none,success,70.04,,True
zero_trust,37.835,iot4,10.0.0.4,none,srv5,srv5,none,success,74.45,,True
zero_trust,37.846,iot21,10.0.0.21,none,srv7,srv7,none,success,74.58,,True
zero_trust,37.914,iot19,10.0.0.19,none,srv2,srv2,none,success,70.28,,True
zero_trust,37.925,iot36,10.0.0.36,none,srv2,srv6,drop,timeout,4064.79,srv6,False
zero_trust,38.024,iot7,10.0.0.7,none,srv7,srv7,none,success,37.61,,True
zero_trust,38.049,iot6,10.0.0.6,none,srv2,srv2,none,success,113.09,,True
zero_trust,38.075,iot29,10.0.0.29,none,srv4,srv4,none,success,78.56,,True
zero_trust,38.171,iot9,10.0.0.9,none,srv7,srv7,none,success,82.64,,True
zero_trust,38.217,iot16,10.0.0.16,none,srv4,srv4,none,success,91.38,,True
zero_trust,38.221,iot14,10.0.0.14,none,srv4,srv4,none,success,95.91,,True
zero_trust,38.333,iot30,10.0.0.30,none,srv4,srv4,none,success,82.25,,True
zero_trust,38.335,iot35,10.0.0.35,none,srv8,srv8,onoff,success,86.23,,True
zero_trust,38.426,iot33,10.0.0.33,none,srv4,srv4,none,success,86.17,,True
zero_trust,38.44,iot15,10.0.0.15,none,srv2,srv2,none,success,83.28,,True
zero_trust,38.446,iot2,10.0.0.2,none,srv8,srv8,onoff,success,87.71,,True
zero_trust,38.583,iot24,10.0.0.24,none,srv5,srv5,none,success,90.67,,True
zero_trust,38.712,iot8,10.0.0.8,none,srv7,srv7,none,success,96.14,,True
zero_trust,38.767,iot5,10.0.0.5,none,srv7,srv7,none,success,105.26,,True
zero_trust,38.772,iot28,10.0.0.28,none,srv2,srv6,drop,timeout,4094.85,srv6,False
zero_trust,38.79,iot12,10.0.0.12,none,srv7,srv7,none,success,104.53,,True
zero_trust,38.808,iot31,10.0.0.31,none,srv7,srv7,none,success,68.6,,True
zero_trust,38.843,iot18,10.0.0.18,none,srv7,srv7,none,success,102.96,,True
zero_trust,38.97,iot17,10.0.0.17,none,srv5,srv5,none,success,98.73,,True
zero_trust,39.018,iot20,10.0.0.20,none,srv7,srv7,none,success,159.74,,True
zero_trust,39.055,iot13,10.0.0.13,none,srv4,srv4,none,success,102.9,,True
zero_trust,39.056,iot22,10.0.0.22,none,srv2,srv6,drop,timeout,4031.99,srv6,False
zero_trust,39.068,iot25,10.0.0.25,none,srv7,srv7,none,success,109.74,,True
zero_trust,39.082,iot27,10.0.0.27,none,srv2,srv2,none,success,106.73,,True
zero_trust,39.16,iot32,10.0.0.32,none,srv4,srv4,none,success,106.85,,True
zero_trust,39.166,iot26,10.0.0.26,none,srv2,srv6,drop,timeout,4102.64,srv6,False
zero_trust,39.211,iot34,10.0.0.34,none,srv2,srv6,drop,timeout,4050.86,srv6,False
zero_trust,39.846,iot11,10.0.0.11,none,srv5,srv5,none,success,70.69,,True
zero_trust,39.902,iot1,10.0.0.1,none,srv1,srv1,grayhole,success,29.46,,True
zero_trust,39.939,iot4,10.0.0.4,none,srv5,srv5,none,success,73.78,,True
zero_trust,39.95,iot21,10.0.0.21,none,srv8,srv8,onoff,success,73.83,,True
zero_trust,40.01,iot19,10.0.0.19,none,srv1,srv1,grayhole,success,70.25,,True
zero_trust,40.096,iot7,10.0.0.7,none,srv2,srv2,none,success,78.69,,True
zero_trust,40.187,iot29,10.0.0.29,none,srv2,srv2,none,success,78.78,,True
zero_trust,40.192,iot6,10.0.0.6,none,srv8,srv8,onoff,success,74.41,,True
zero_trust,40.348,iot9,10.0.0.9,none,srv1,srv1,grayhole,success,65.43,,True
zero_trust,40.35,iot16,10.0.0.16,none,srv2,srv2,none,success,129.76,,True
zero_trust,40.358,iot14,10.0.0.14,none,srv8,srv8,onoff,success,86.2,,True
zero_trust,40.453,iot30,10.0.0.30,none,srv2,srv6,drop,timeout,4018.09,srv6,False
zero_trust,40.464,iot35,10.0.0.35,none,srv2,srv2,none,success,85.91,,True
zero_trust,40.554,iot33,10.0.0.33,none,srv2,srv2,none,success,86.5,,True
zero_trust,40.56,iot15,10.0.0.15,none,srv8,srv8,onoff,success,82.29,,True
zero_trust,40.575,iot2,10.0.0.2,none,srv4,srv4,none,success,86.18,,True
zero_trust,40.719,iot24,10.0.0.24,none,srv7,srv7,none,success,91.0,,True
zero_trust,40.856,iot8,10.0.0.8,none,srv7,srv7,none,success,94.54,,True
zero_trust,40.922,iot5,10.0.0.5,none,srv8,srv8,onoff,success,94.05,,True
zero_trust,40.926,iot31,10.0.0.31,none,srv5,srv5,none,success,93.73,,True
zero_trust,40.948,iot12,10.0.0.12,none,srv2,srv2,none,success,98.65,,True
zero_trust,41.0,iot18,10.0.0.18,none,srv5,srv5,none,success,98.73,,True
zero_trust,41.123,iot17,10.0.0.17,none,srv4,srv4,none,success,99.29,,True
zero_trust,41.215,iot13,10.0.0.13,none,srv8,srv8,onoff,success,102.45,,True
zero_trust,41.235,iot20,10.0.0.20,none,srv4,srv4,none,success,62.6,,True
zero_trust,41.237,iot25,10.0.0.25,none,srv8,srv8,onoff,success,103.64,,True
zero_trust,41.333,iot27,10.0.0.27,none,srv2,srv2,none,success,193.83,,True
zero_trust,41.347,iot32,10.0.0.32,none,srv8,srv8,onoff,success,66.38,,True
zero_trust,41.942,iot11,10.0.0.11,none,srv8,srv8,onoff,success,70.22,,True
zero_trust,41.957,iot1,10.0.0.1,none,srv5,srv5,none,success,69.7,,True
zero_trust,42.042,iot4,10.0.0.4,none,srv5,srv5,none,success,74.29,,True
zero_trust,42.054,iot21,10.0.0.21,none,srv7,srv7,none,success,74.98,,True
zero_trust,42.107,iot19,10.0.0.19,none,srv4,srv4,none,success,71.11,,True
zero_trust,42.208,iot7,10.0.0.7,none,srv4,srv4,none,success,78.92,,True
zero_trust,42.368,iot29,10.0.0.29,none,srv4,srv4,none,success,84.7,,True
zero_trust,42.369,iot6,10.0.0.6,none,srv7,srv7,none,success,85.09,,True
zero_trust,42.43,iot9,10.0.0.9,none,srv1,srv1,grayhole,success,43.21,,True
zero_trust,42.462,iot3,10.0.0.3,none,srv1,srv1,grayhole,success,94.68,,True
zero_trust,42.487,iot14,10.0.0.14,none,srv2,srv2,none,success,86.25,,True
zero_trust,42.517,iot16,10.0.0.16,none,srv8,srv8,onoff,success,42.44,,True
zero_trust,42.592,iot35,10.0.0.35,none,srv5,srv5,none,success,86.64,,True
zero_trust,42.68,iot15,10.0.0.15,none,srv8,srv8,onoff,success,92.67,,True
zero_trust,42.684,iot33,10.0.0.33,none,srv8,srv8,onoff,success,102.15,,True
zero_trust,42.703,iot2,10.0.0.2,none,srv8,srv8,onoff,success,92.72,,True
zero_trust,42.857,iot24,10.0.0.24,none,srv8,srv8,onoff,success,50.44,,True
zero_trust,42.916,iot10,10.0.0.10,none,srv1,srv1,grayhole,success,98.94,,True
zero_trust,42.976,iot37,10.0.0.37,flood,srv7,srv7,none,success,107.05,,True
zero_trust,43.001,iot8,10.0.0.8,none,srv8,srv8,onoff,success,54.03,,True
zero_trust,43.066,iot5,10.0.0.5,none,srv8,srv8,onoff,success,108.22,,True
zero_trust,43.069,iot31,10.0.0.31,none,srv8,srv8,onoff,success,101.85,,True
zero_trust,43.101,iot12,10.0.0.12,none,srv8,srv8,onoff,success,146.5,,True
zero_trust,43.106,iot23,10.0.0.23,none,srv8,srv8,onoff,success,110.47,,True
zero_trust,43.152,iot18,10.0.0.18,none,srv1,srv1,grayhole,success,98.67,,True
zero_trust,43.358,iot17,10.0.0.17,none,srv2,srv2,none,success,98.45,,True
zero_trust,43.365,iot20,10.0.0.20,none,srv1,srv1,grayhole,success,102.84,,True
zero_trust,43.376,iot13,10.0.0.13,none,srv5,srv5,none,success,63.36,,True
zero_trust,43.399,iot25,10.0.0.25,none,srv4,srv4,none,success,106.71,,True
zero_trust,43.476,iot32,10.0.0.32,none,srv5,srv5,none,success,107.37,,True
zero_trust,43.508,iot27,10.0.0.27,none,srv7,srv7,none,success,163.06,,True
zero_trust,44.016,iot36,10.0.0.36,none,srv1,srv1,grayhole,success,70.61,,True
zero_trust,44.038,iot11,10.0.0.11,none,srv1,srv1,grayhole,success,104.27,,True
zero_trust,44.052,iot1,10.0.0.1,none,srv4,srv4,none,success,69.58,,True
zero_trust,44.147,iot4,10.0.0.4,none,srv1,srv1,grayhole,success,75.14,,True
zero_trust,44.158,iot21,10.0.0.21,none,srv8,srv8,onoff,success,74.33,,True
zero_trust,44.203,iot19,10.0.0.19,none,srv4,srv4,none,success,71.55,,True
zero_trust,44.381,iot7,10.0.0.7,none,srv5,srv5,none,success,79.37,,True
zero_trust,44.474,iot6,10.0.0.6,none,srv4,srv4,none,success,73.98,,True
zero_trust,44.482,iot29,10.0.0.29,none,srv8,srv8,onoff,success,115.3,,True
zero_trust,44.509,iot9,10.0.0.9,none,srv4,srv4,none,success,82.21,,True
zero_trust,44.597,iot16,10.0.0.16,none,srv1,srv1,grayhole,success,95.49,,True
zero_trust,44.606,iot3,10.0.0.3,none,srv1,srv1,grayhole,success,94.37,,True
zero_trust,44.615,iot14,10.0.0.14,none,srv4,srv4,none,success,86.66,,True
zero_trust,44.721,iot35,10.0.0.35,none,srv4,srv4,none,success,87.94,,True
zero_trust,44.811,iot15,10.0.0.15,none,srv5,srv5,none,success,82.59,,True
zero_trust,44.827,iot33,10.0.0.33,none,srv5,srv5,none,success,127.57,,True
zero_trust,44.837,iot2,10.0.0.2,none,srv4,srv4,none,success,86.03,,True
zero_trust,44.916,iot28,10.0.0.28,none,srv1,srv1,grayhole,success,94.48,,True
zero_trust,44.952,iot24,10.0.0.24,none,srv2,srv2,none,success,90.09,,True
zero_trust,45.069,iot10,10.0.0.10,none,srv2,srv2,none,success,58.24,,True
zero_trust,45.104,iot8,10.0.0.8,none,srv2,srv2,none,success,94.56,,True
zero_trust,45.144,iot37,10.0.0.37,flood,srv8,srv8,onoff,success,157.67,,True
zero_trust,45.149,iot22,10.0.0.22,none,srv2,srv2,none,success,105.91,,True
zero_trust,45.222,iot31,10.0.0.31,none,srv8,srv8,onoff,success,95.31,,True
zero_trust,45.223,iot5,10.0.0.5,none,srv4,srv4,none,success,94.44,,True
zero_trust,45.371,iot23,10.0.0.23,none,srv4,srv4,none,success,140.87,,True
zero_trust,45.371,iot18,10.0.0.18,none,srv4,srv4,none,success,121.06,,True
zero_trust,45.372,iot34,10.0.0.34,none,srv1,srv1,grayhole,success,123.97,,True
zero_trust,45.372,iot26,10.0.0.26,none,srv8,srv8,onoff,success,123.5,,True
zero_trust,45.373,iot12,10.0.0.12,none,srv4,srv4,none,success,80.57,,True
zero_trust,45.497,iot13,10.0.0.13,none,srv6,srv6,drop,abandoned,,,False
zero_trust,45.51,iot17,10.0.0.17,none,srv8,srv8,onoff,success,98.39,,True
